Leave  Users in CERT4.2 from 2009-12 to 2011-05
SAP0867,2010-07-29,Sawyer Arden Puckett,SAP0867,Sawyer.Arden.Puckett@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
KPC0073,2010-08-03,Kareem Porter Collins,KPC0073,Kareem.Porter.Collins@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston
RKD0604,2010-08-04,Rebecca Kelsie Daugherty,RKD0604,Rebecca.Kelsie.Daugherty@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks
JMB0308,2010-08-09,Jarrod Malik Burris,JMB0308,Jarrod.Malik.Burris@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
PNL0301,2010-08-12,Philip Nathan Logan,PNL0301,Philip.Nathan.Logan@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
BBS0039,2010-08-13,Bevis Brady Sheppard,BBS0039,Bevis.Brady.Sheppard@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
LCC0819,2010-08-13,Leslie Cassandra Colon,LCC0819,Leslie.Cassandra.Colon@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George
AHG0634,2010-08-16,Amir Hayden Gray,AHG0634,Amir.Hayden.Gray@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
EHB0824,2010-08-17,Eugenia Hannah Blanchard,EHB0824,Eugenia.Hannah.Blanchard@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
RMW0542,2010-08-19,Rae Melissa Wilson,RMW0542,Rae.Melissa.Wilson@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall
DIB0081,2010-08-20,Drew Ivan Beck,DIB0081,Drew.Ivan.Beck@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris
AAF0535,2010-08-24,Athena Amelia Foreman,AAF0535,Athena.Amelia.Foreman@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
BDV0168,2010-08-25,Blair Deborah Vaughn,BDV0168,Blair.Deborah.Vaughn@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
LJR0523,2010-08-26,Lavinia Justine Richmond,LJR0523,Lavinia.Justine.Richmond@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
ESR0693,2010-08-31,Evelyn Sarah Reilly,ESR0693,Evelyn.Sarah.Reilly@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne
IJM0776,2010-09-02,Indira Jocelyn Mack,IJM0776,Indira.Jocelyn.Mack@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
RAR0725,2010-09-02,Raphael Aristotle Ray,RAR0725,Raphael.Aristotle.Ray@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
CAH0936,2010-09-03,Constance Audrey Hicks,CAH0936,Constance.Audrey.Hicks@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball
SLT0907,2010-09-07,Shelby Lila Turner,SLT0907,Shelby.Lila.Turner@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
WRM0963,2010-09-08,Wynter Rose Mercer,WRM0963,Wynter.Rose.Mercer@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
ALB0892,2010-09-10,Arthur Lucian Bonner,ALB0892,Arthur.Lucian.Bonner@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
RHL0992,2010-09-10,Rachel Hermione Le,RHL0992,Rachel.Hermione.Le@dtaa.com,IndustrialEngineer,1,3 - Manufacturing,1 - IndustrialEngineering,,Grant Tyrone Doyle
MOS0047,2010-09-10,Mariko Olga Snyder,MOS0047,Mariko.Olga.Snyder@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
SEJ0677,2010-09-10,Samuel Eden James,SEJ0677,Samuel.Eden.James@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez
DIB0285,2010-09-22,Deanna Imelda Blanchard,DIB0285,Deanna.Imelda.Blanchard@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates
IAT0263,2010-09-24,Ivor Amir Tucker,IAT0263,Ivor.Amir.Tucker@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle
EGD0132,2010-09-29,Eric Gray Duncan,EGD0132,Eric.Gray.Duncan@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
PSF0133,2010-09-30,Piper Sasha Fuentes,PSF0133,Piper.Sasha.Fuentes@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
BSS0369,2010-10-04,Brenden Samuel Shaffer,BSS0369,Brenden.Samuel.Shaffer@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong
AJR0932,2010-10-07,Amal Judah Rich,AJR0932,Amal.Judah.Rich@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball
XHW0498,2010-10-07,Xerxes Howard Wilcox,XHW0498,Xerxes.Howard.Wilcox@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
FFC0891,2010-10-08,Flavia Fiona Cannon,FFC0891,Flavia.Fiona.Cannon@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
RAB0589,2010-10-08,Raymond Arsenio Blackwell,RAB0589,Raymond.Arsenio.Blackwell@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
SSR0278,2010-10-08,Simone Scarlet Rose,SSR0278,Simone.Scarlet.Rose@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates
LQC0479,2010-10-11,Leilani Quail Callahan,LQC0479,Leilani.Quail.Callahan@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
MAS0025,2010-10-15,Melissa Ava Stuart,MAS0025,Melissa.Ava.Stuart@dtaa.com,InstructionalCoordinator,1,1 - Adminstration,3 - Training,,Walter Kaseem Foley
BLS0678,2010-10-15,Benjamin Lewis Sweeney,BLS0678,Benjamin.Lewis.Sweeney@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez
CCA0046,2010-10-15,Cyrus Connor Atkinson,CCA0046,Cyrus.Connor.Atkinson@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
MCF0600,2010-10-16,Maxwell Clark Faulkner,MCF0600,Maxwell.Clark.Faulkner@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
EHD0584,2010-10-28,Ezra Hilel Dyer,EHD0584,Ezra.Hilel.Dyer@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
ECF0828,2010-10-29,Erasmus Cameron Franco,ECF0828,Erasmus.Cameron.Franco@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
JJM0203,2010-10-29,Jonathan John Martinez,JJM0203,Jonathan.John.Martinez@dtaa.com,Engineer,1,6 - PurchasingAndContracts,3 - Contracts,,Whoopi Britanney Camacho
HXL0968,2010-10-29,Holly Xerxes Lara,HXL0968,Holly.Xerxes.Lara@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
ARB0834,2010-10-29,Amelia Rhoda Burgess,ARB0834,Amelia.Rhoda.Burgess@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
BTL0226,2010-11-02,Bernard Tobias Landry,BTL0226,Bernard.Tobias.Landry@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson
VSS0154,2010-11-03,Vernon Samuel Sawyer,VSS0154,Vernon.Samuel.Sawyer@dtaa.com,AdministrativeStaff,1,4 - Finance,2 - Payroll,,Vera Mollie Jenkins
MPM0220,2010-11-05,Meghan Phoebe Macias,MPM0220,Meghan.Phoebe.Macias@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
RGG0064,2010-11-15,Riley Ginger Guy,RGG0064,Riley.Ginger.Guy@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,,Todd Vance Spears
AAM0658,2010-11-17,Abel Adam Morton,AAM0658,Abel.Adam.Morton@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
TAP0551,2010-11-18,Tara Alma Potts,TAP0551,Tara.Alma.Potts@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall
SOB0360,2010-11-19,Sean Omar Burgess,SOB0360,Sean.Omar.Burgess@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong
JMH0543,2010-11-23,Jermaine Mannix Hansen,JMH0543,Jermaine.Mannix.Hansen@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall
GHL0460,2010-11-24,Geoffrey Harlan Lara,GHL0460,Geoffrey.Harlan.Lara@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
CIM0926,2010-11-24,Caldwell Ian Maxwell,CIM0926,Caldwell.Ian.Maxwell@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews
PGH0184,2010-11-24,Peter Gil Harrington,PGH0184,Peter.Gil.Harrington@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
AKR0057,2010-11-30,Aurora Katell Rhodes,AKR0057,Aurora.Katell.Rhodes@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson
MHH0180,2010-12-02,Merrill Hiram Hess,MHH0180,Merrill.Hiram.Hess@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
IUB0565,2010-12-03,Isaiah Upton Buchanan,IUB0565,Isaiah.Upton.Buchanan@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington
MBG0438,2010-12-06,Melvin Brody Garza,MBG0438,Melvin.Brody.Garza@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott
KSP0357,2010-12-08,Kennedy Shad Parker,KSP0357,Kennedy.Shad.Parker@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong
BYP0070,2010-12-09,Bertha Yetta Parrish,BYP0070,Bertha.Yetta.Parrish@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston
MSO0222,2010-12-10,Medge Serina Obrien,MSO0222,Medge.Serina.Obrien@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
VFM0814,2010-12-13,Vernon Finn Mcgee,VFM0814,Vernon.Finn.Mcgee@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George
TNM0961,2010-12-13,Troy Nicolas Molina,TNM0961,Troy.Nicolas.Molina@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
HJB0742,2010-12-14,Harlan Jason Benjamin,HJB0742,Harlan.Jason.Benjamin@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
GOK0238,2010-12-14,Garrett Omar Kelly,GOK0238,Garrett.Omar.Kelly@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston
EDB0714,2010-12-15,Eden Deborah Ball,EDB0714,Eden.Deborah.Ball@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
FTM0406,2010-12-20,Finn Tucker Medina,FTM0406,Finn.Tucker.Medina@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker
TEM0093,2010-12-22,Thaddeus Emery Martin,TEM0093,Thaddeus.Emery.Martin@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle
ABC0174,2010-12-24,Allegra Bree Coffey,ABC0174,Allegra.Bree.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
XWD0923,2010-12-29,Xander Walter Doyle,XWD0923,Xander.Walter.Doyle@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews
MYD0978,2010-12-30,Mark Yardley Dunlap,MYD0978,Mark.Yardley.Dunlap@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson
ICS0956,2010-12-30,Ivy Charissa Solis,ICS0956,Ivy.Charissa.Solis@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
WAB0143,2011-01-05,William Aladdin Bennett,WAB0143,William.Aladdin.Bennett@dtaa.com,Statistician,1,3 - Manufacturing,4 - QualityControl,,Kimberley Kiona Sosa
MSH0040,2011-01-06,Megan Simone Hess,MSH0040,Megan.Simone.Hess@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
HFB0347,2011-01-06,Heather Fredericka Baird,HFB0347,Heather.Fredericka.Baird@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
DRR0162,2011-01-07,Dante Raja Roberts,DRR0162,Dante.Raja.Roberts@dtaa.com,AdministrativeAssistant,1,5 - SalesAndMarketing,1 - MarketAnalysis,,Dacey Jorden Bowen
ENC0234,2011-01-12,Evelyn Nevada Curtis,ENC0234,Evelyn.Nevada.Curtis@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson
YWW0660,2011-01-14,Yasir Wade Wilcox,YWW0660,Yasir.Wade.Wilcox@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
COF0120,2011-01-14,Clio Ocean Faulkner,COF0120,Clio.Ocean.Faulkner@dtaa.com,AdministrativeAssistant,1,3 - Manufacturing,1 - IndustrialEngineering,,Grant Tyrone Doyle
ASB0796,2011-01-20,Ayanna Sylvia Blankenship,ASB0796,Ayanna.Sylvia.Blankenship@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn
KRL0501,2011-01-20,Kirby Ruby Lyons,KRL0501,Kirby.Ruby.Lyons@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
AOK0844,2011-01-23,Armand Odysseus Key,AOK0844,Armand.Odysseus.Key@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
FMG0527,2011-01-27,Flynn Malcolm Gibson,FMG0527,Flynn.Malcolm.Gibson@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
YIC0195,2011-02-04,Yolanda Idona Crosby,YIC0195,Yolanda.Idona.Crosby@dtaa.com,PurchasingClerk,1,6 - PurchasingAndContracts,1 - Purchasing,,August Armando Evans
UCH0519,2011-02-09,Ulric Colt Holt,UCH0519,Ulric.Colt.Holt@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
RGH0728,2011-02-11,Raymond Gray Hyde,RGH0728,Raymond.Gray.Hyde@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
BCB0679,2011-02-11,Buckminster Connor Bush,BCB0679,Buckminster.Connor.Bush@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez
JRG0207,2011-02-14,Joseph Raja Gaines,JRG0207,Joseph.Raja.Gaines@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe
IKR0401,2011-02-21,Ivor Kenneth Rollins,IKR0401,Ivor.Kenneth.Rollins@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray
CCL0068,2011-02-22,Camilla Camille Leach,CCL0068,Camilla.Camille.Leach@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston
DCH0843,2011-02-23,Dominic Calvin Hewitt,DCH0843,Dominic.Calvin.Hewitt@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
PPF0435,2011-02-24,Preston Plato Fischer,PPF0435,Preston.Plato.Fischer@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott
KLH0596,2011-02-25,Kasper Lance Huffman,KLH0596,Kasper.Lance.Huffman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
MAR0955,2011-03-04,Micah Abdul Rojas,MAR0955,Micah.Abdul.Rojas@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
