01/04/2010 10:29:24,HAV0121,PC-2123,Kermit_Oliver@hotmail.com;Rachel_H_Le@msn.com,Burke-Harrison@gmail.com;Byers_Elizabeth@gmail.com,,HAV856@charter.net,36007,0,
01/05/2010 18:14:35,HAV0121,PC-2123,Brianna.R.Mcintyre@cox.net,Adara_H_Crawford@verizon.net,,HAV856@charter.net,11071,0,
01/05/2010 18:18:02,HAV0121,PC-2123,Kermit.Coby.Oliver@dtaa.com;Clio.Ocean.Faulkner@dtaa.com;TaShya.Savannah.Mcgowan@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,18943,0,
01/05/2010 19:21:43,HAV0121,PC-2123,Lucas.Ahmed.Ferrell@dtaa.com;Grant.Tyrone.Doyle@dtaa.com;Kermit.Coby.Oliver@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,26782,0,
01/06/2010 09:21:43,HAV0121,PC-2123,Brianna.R.Mcintyre@cox.net,,,HAV856@charter.net,17573,0,
01/06/2010 09:27:37,HAV0121,PC-2123,Grant.Tyrone.Doyle@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,33544,0,
01/06/2010 09:31:59,HAV0121,PC-2123,Kameko_Harrison@charter.net,,,HAV856@charter.net,51211,0,
01/06/2010 09:34:01,HAV0121,PC-2123,Penelope_Colon@netzero.com,,,HAV856@charter.net,25280,0,
01/06/2010 09:36:49,HAV0121,PC-2123,Grant.Tyrone.Doyle@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,27992,0,
01/06/2010 09:53:12,HAV0121,PC-2123,Ferrell.Lucas@sbcglobal.net,,,HAV856@charter.net,22429,0,
01/06/2010 09:55:39,HAV0121,PC-2123,Tallulah.L.Kirby@aol.com,,,HAV856@charter.net,26695,0,
01/06/2010 10:05:39,HAV0121,PC-2123,Tallulah.L.Kirby@aol.com;PRM152@sbcglobal.net;Clio_O_Faulkner@cox.net;Ferrell.Lucas@sbcglobal.net;Rachel_H_Le@msn.com,,,HAV856@charter.net,42507,0,
01/06/2010 14:15:11,HAV0121,PC-2123,Blair.Bruno.Grimes@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,24655,0,
01/07/2010 09:23:52,HAV0121,PC-2123,Kermit.Coby.Oliver@dtaa.com,Lunea.Priscilla.Hardy@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,41577,0,
01/07/2010 09:31:01,HAV0121,PC-2123,James.Cain.Vargas@dtaa.com;Harrison.Oscar.Burke@dtaa.com;Brianna.Rebecca.Mcintyre@dtaa.com,Tallulah.Liberty.Kirby@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,18810,0,
01/07/2010 09:31:03,HAV0121,PC-2123,Kermit.Coby.Oliver@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,43984,0,
01/07/2010 09:37:26,HAV0121,PC-2123,Brianna.Rebecca.Mcintyre@dtaa.com;Lucas.Ahmed.Ferrell@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,22985,0,
01/07/2010 09:39:22,HAV0121,PC-2123,Sawyer.Arden.Puckett@dtaa.com;Brianna.Rebecca.Mcintyre@dtaa.com,Reuben.Fulton.Pugh@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,36719,0,
01/07/2010 15:59:42,HAV0121,PC-2123,Kermit_Oliver@hotmail.com,Wynter_Mercer@earthlink.net,,HAV856@charter.net,30411,0,
01/07/2010 17:22:33,HAV0121,PC-2123,Brianna.Rebecca.Mcintyre@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,25088,0,
01/07/2010 17:59:09,HAV0121,PC-2123,Isabelle.Maggie.Benjamin@dtaa.com;Dai.Keely.Bullock@dtaa.com;Tallulah.Liberty.Kirby@dtaa.com,Charissa.S.Mckee@lockheedmartin.com,,Hu.Akeem.Vincent@dtaa.com,29152,0,
01/07/2010 18:11:15,HAV0121,PC-2123,Grant.Tyrone.Doyle@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,29038,0,
01/08/2010 13:02:09,HAV0121,PC-2123,Tallulah.L.Kirby@aol.com;Ferrell.Lucas@sbcglobal.net;Charissa_Mckee@verizon.net,,,HAV856@charter.net,49195,0,
01/08/2010 13:32:08,HAV0121,PC-2123,Clio.Ocean.Faulkner@dtaa.com;Lucas.Ahmed.Ferrell@dtaa.com;Brianna.Rebecca.Mcintyre@dtaa.com,Rachel.Hermione.Le@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,35424,0,
01/08/2010 13:37:56,HAV0121,PC-2123,Harrison.Oscar.Burke@dtaa.com,Clio.Ocean.Faulkner@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,23125,0,
01/08/2010 13:49:08,HAV0121,PC-2123,Clio_O_Faulkner@cox.net,Burke-Harrison@gmail.com,,HAV856@charter.net,27352,0,
01/08/2010 14:26:06,HAV0121,PC-2123,Brianna.Rebecca.Mcintyre@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,34793,0,
01/08/2010 19:00:49,HAV0121,PC-2123,Grant.Tyrone.Doyle@dtaa.com;Brianna.Rebecca.Mcintyre@dtaa.com;Rachel.Hermione.Le@dtaa.com,Clio.Ocean.Faulkner@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,26180,0,
01/08/2010 19:05:13,HAV0121,PC-2123,Grant.Tyrone.Doyle@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,28608,0,
01/08/2010 19:10:38,HAV0121,PC-2123,Harrison.Oscar.Burke@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,20296,0,
01/08/2010 19:20:56,HAV0121,PC-2123,Clio.Ocean.Faulkner@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,20030,0,
01/11/2010 10:45:46,HAV0121,PC-2123,Tallulah.L.Kirby@aol.com,,,HAV856@charter.net,19707,0,
01/11/2010 10:51:50,HAV0121,PC-2123,Burke-Harrison@gmail.com;Rachel_H_Le@msn.com,Philip.T.Hartman@sbcglobal.net,,HAV856@charter.net,21979,0,
01/11/2010 10:57:08,HAV0121,PC-2123,Ivor.J.Robbins@netzero.com;Ferrell.Lucas@sbcglobal.net;Kermit_Oliver@hotmail.com,YCE5@yahoo.com,,HAV856@charter.net,47245,0,
01/11/2010 11:00:46,HAV0121,PC-2123,Avery-Fulton@yahoo.com;Ferrell.Lucas@sbcglobal.net;Charissa_Mckee@verizon.net,Marquez-Orla@netzero.com,,HAV856@charter.net,32624,0,
01/11/2010 11:46:18,HAV0121,PC-2123,Burke-Harrison@gmail.com,,,HAV856@charter.net,17833,0,
01/11/2010 11:50:03,HAV0121,PC-2123,Brianna.Rebecca.Mcintyre@dtaa.com,Tallulah.Liberty.Kirby@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,31641,0,
01/11/2010 12:47:07,HAV0121,PC-2123,Rachel.Hermione.Le@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,29333,0,
01/11/2010 17:10:30,HAV0121,PC-2123,Rachel.Hermione.Le@dtaa.com;Halla.Germaine.Nolan@dtaa.com,Brianna.Rebecca.Mcintyre@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,35834,0,
01/11/2010 17:11:06,HAV0121,PC-2123,Tallulah.Liberty.Kirby@dtaa.com;Garrett.Nicholas.Solomon@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,33316,0,
01/12/2010 10:44:47,HAV0121,PC-2123,Clio.Ocean.Faulkner@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,29826,0,
01/12/2010 11:17:23,HAV0121,PC-2123,Grant.Tyrone.Doyle@dtaa.com;Rachel.Hermione.Le@dtaa.com,Tallulah.Liberty.Kirby@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,25368,0,
01/12/2010 11:29:11,HAV0121,PC-2123,Brianna.Rebecca.Mcintyre@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,11862,0,
01/12/2010 11:43:41,HAV0121,PC-2123,Kermit_Oliver@hotmail.com;Doyle.Grant@netzero.com;Clio_O_Faulkner@cox.net,,,HAV856@charter.net,50306,0,
01/12/2010 11:53:43,HAV0121,PC-2123,Rachel_H_Le@msn.com,,,HAV856@charter.net,27130,0,
01/12/2010 19:08:24,HAV0121,PC-2123,Althea.Ina.Palmer@dtaa.com;Kermit.Coby.Oliver@dtaa.com,Tallulah.Liberty.Kirby@dtaa.com;Brianna.Rebecca.Mcintyre@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,42939,0,
01/12/2010 20:31:03,HAV0121,PC-2123,Lucas.Ahmed.Ferrell@dtaa.com;Tallulah.Liberty.Kirby@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,17859,0,
01/12/2010 20:41:24,HAV0121,PC-2123,Clio_O_Faulkner@cox.net,Burke-Harrison@gmail.com,,HAV856@charter.net,28650,0,
01/12/2010 20:45:27,HAV0121,PC-2123,Kermit_Oliver@hotmail.com,Byers_Elizabeth@gmail.com,,HAV856@charter.net,32766,0,
01/13/2010 14:05:34,HAV0121,PC-2123,Harrison.Oscar.Burke@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,33198,0,
01/13/2010 14:38:31,HAV0121,PC-2123,Clio.Ocean.Faulkner@dtaa.com;Elizabeth_Byers@harris.com,Kermit.Coby.Oliver@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,26389,0,
01/13/2010 19:28:07,HAV0121,PC-2123,Kermit.Coby.Oliver@dtaa.com,Brianna.Rebecca.Mcintyre@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,31047,0,
01/13/2010 19:31:39,HAV0121,PC-2123,Tallulah.Liberty.Kirby@dtaa.com;Harrison.Oscar.Burke@dtaa.com,Rachel.Hermione.Le@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,26038,0,
01/13/2010 19:38:01,HAV0121,PC-2123,Brianna.Rebecca.Mcintyre@dtaa.com;Kermit.Coby.Oliver@dtaa.com,Clio.Ocean.Faulkner@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,22869,0,
01/13/2010 19:49:34,HAV0121,PC-2123,Tallulah.Liberty.Kirby@dtaa.com;Larissa-Hurley@hp.com,,,Hu.Akeem.Vincent@dtaa.com,31104,0,
01/13/2010 20:03:14,HAV0121,PC-2123,Grant.Tyrone.Doyle@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,29866,0,
01/13/2010 20:40:51,HAV0121,PC-2123,Brianna.R.Mcintyre@cox.net;Clio_O_Faulkner@cox.net;Byers_Elizabeth@gmail.com,,,HAV856@charter.net,23455,0,
01/13/2010 20:58:43,HAV0121,PC-2123,Harrison.Oscar.Burke@dtaa.com,Kermit.Coby.Oliver@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,40659,0,
01/14/2010 10:51:04,HAV0121,PC-2123,Burke-Harrison@gmail.com;Ferrell.Lucas@sbcglobal.net,Kermit_Oliver@hotmail.com;Doyle.Grant@netzero.com;Clio_O_Faulkner@cox.net,,HAV856@charter.net,39389,0,
01/14/2010 16:03:00,HAV0121,PC-2123,Grant.Tyrone.Doyle@dtaa.com;Kermit.Coby.Oliver@dtaa.com;Brianna.Rebecca.Mcintyre@dtaa.com;Rachel.Hermione.Le@dtaa.com;Tallulah.Liberty.Kirby@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,26558,0,
01/14/2010 16:38:10,HAV0121,PC-2123,Tallulah.Liberty.Kirby@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,31535,0,
01/14/2010 19:03:01,HAV0121,PC-2123,Louis.Hyatt.Bruce@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,46323,0,
01/14/2010 19:13:01,HAV0121,PC-2123,Harrison.Oscar.Burke@dtaa.com;Elizabeth_Byers@harris.com,,,Hu.Akeem.Vincent@dtaa.com,37904,0,
01/14/2010 19:15:06,HAV0121,PC-2123,Tallulah.Liberty.Kirby@dtaa.com,Charissa.S.Mckee@lockheedmartin.com,,Hu.Akeem.Vincent@dtaa.com,26070,0,
01/14/2010 19:15:14,HAV0121,PC-2123,Brianna.Rebecca.Mcintyre@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,41254,0,
01/14/2010 19:19:09,HAV0121,PC-2123,Clio.Ocean.Faulkner@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,35889,0,
01/14/2010 19:19:17,HAV0121,PC-2123,Kermit.Coby.Oliver@dtaa.com,Harrison.Oscar.Burke@dtaa.com;Orla_Marquez@hp.com,,Hu.Akeem.Vincent@dtaa.com,37581,0,
01/15/2010 11:45:29,HAV0121,PC-2123,Doyle.Grant@netzero.com,,,HAV856@charter.net,47832,0,
01/15/2010 12:03:43,HAV0121,PC-2123,Burke-Harrison@gmail.com,,,HAV856@charter.net,25805,0,
01/15/2010 12:33:55,HAV0121,PC-2123,Brianna.Rebecca.Mcintyre@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,36350,0,
01/15/2010 14:48:44,HAV0121,PC-2123,Clio.Ocean.Faulkner@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,12543,0,
01/15/2010 15:09:57,HAV0121,PC-2123,Clio_O_Faulkner@cox.net,,,HAV856@charter.net,16272,0,
01/15/2010 19:08:38,HAV0121,PC-2123,Grant.Tyrone.Doyle@dtaa.com,Elizabeth_Byers@harris.com,,Hu.Akeem.Vincent@dtaa.com,41941,0,
01/15/2010 19:18:19,HAV0121,PC-2123,Brianna.Rebecca.Mcintyre@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,28658,0,
01/15/2010 19:46:49,HAV0121,PC-2123,Kermit_Oliver@hotmail.com,,,HAV856@charter.net,23937,0,
01/15/2010 19:53:16,HAV0121,PC-2123,Ferrell.Lucas@sbcglobal.net,,,HAV856@charter.net,47166,0,
01/18/2010 13:29:24,HAV0121,PC-2123,Clio.Ocean.Faulkner@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,25525,0,
01/18/2010 14:18:54,HAV0121,PC-2123,Burke-Harrison@gmail.com;Marquez-Orla@netzero.com,,,HAV856@charter.net,20399,0,
01/18/2010 14:53:08,HAV0121,PC-2123,NHH3@juno.com,Byers_Elizabeth@gmail.com,,HAV856@charter.net,41054,0,
01/18/2010 15:28:02,HAV0121,PC-2123,Ferrell.Lucas@sbcglobal.net;Brianna.R.Mcintyre@cox.net,Clio_O_Faulkner@cox.net;Tallulah.L.Kirby@aol.com,,HAV856@charter.net,41021,0,
01/18/2010 15:33:07,HAV0121,PC-2123,Tallulah.L.Kirby@aol.com;Burke-Harrison@gmail.com,Clio_O_Faulkner@cox.net;DTT4@comcast.net,,HAV856@charter.net,37287,0,
01/18/2010 15:35:17,HAV0121,PC-2123,Clio_O_Faulkner@cox.net,Ferrell.Lucas@sbcglobal.net;Tallulah.L.Kirby@aol.com;Byers_Elizabeth@gmail.com,,HAV856@charter.net,37625,0,
01/18/2010 16:03:35,HAV0121,PC-2123,Kermit_Oliver@hotmail.com,Charissa_Mckee@verizon.net,,HAV856@charter.net,26428,0,
01/18/2010 16:09:28,HAV0121,PC-2123,Tallulah.L.Kirby@aol.com;Ferrell.Lucas@sbcglobal.net,Burke-Harrison@gmail.com,,HAV856@charter.net,33181,0,
01/18/2010 17:16:45,HAV0121,PC-2123,Harrison.Oscar.Burke@dtaa.com;Brianna.Rebecca.Mcintyre@dtaa.com;Lucas.Ahmed.Ferrell@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,43653,0,
01/19/2010 09:11:43,HAV0121,PC-2123,Ferrell.Lucas@sbcglobal.net;KQS6@juno.com,Doris.Michael@aol.com,,HAV856@charter.net,34688,0,
01/19/2010 12:04:39,HAV0121,PC-2123,Rachel_H_Le@msn.com;Hadley_W_Hill@verizon.net;TaShya_Bailey@comcast.net,,,HAV856@charter.net,43017,0,
01/19/2010 14:11:43,HAV0121,PC-2123,Clio.Ocean.Faulkner@dtaa.com,Orla_Marquez@hp.com,,Hu.Akeem.Vincent@dtaa.com,25729,0,
01/19/2010 14:12:50,HAV0121,PC-2123,TaShya_S_Mcgowan@verizon.net,,,HAV856@charter.net,20495,0,
01/19/2010 14:14:28,HAV0121,PC-2123,Doyle.Grant@netzero.com;Ferrell.Lucas@sbcglobal.net,,,HAV856@charter.net,42717,0,
01/19/2010 14:18:29,HAV0121,PC-2123,Rachel_H_Le@msn.com,,,HAV856@charter.net,40150,0,
01/19/2010 14:19:06,HAV0121,PC-2123,Marquez-Orla@netzero.com,,,HAV856@charter.net,35356,0,
01/19/2010 20:41:07,HAV0121,PC-2123,Tallulah.Liberty.Kirby@dtaa.com;Lucas.Ahmed.Ferrell@dtaa.com,Brianna.Rebecca.Mcintyre@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,44683,0,
01/19/2010 20:41:20,HAV0121,PC-2123,Charissa_Mckee@verizon.net,,,HAV856@charter.net,19333,0,
01/20/2010 12:27:52,HAV0121,PC-2123,Kermit.Coby.Oliver@dtaa.com;Lucas.Ahmed.Ferrell@dtaa.com,Charissa.S.Mckee@lockheedmartin.com,,Hu.Akeem.Vincent@dtaa.com,26323,0,
01/20/2010 12:33:36,HAV0121,PC-2123,Grant.Tyrone.Doyle@dtaa.com;Elizabeth_Byers@harris.com,Raymond.Arsenio.Blackwell@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,38129,0,
01/20/2010 13:06:14,HAV0121,PC-2123,Rachel.Hermione.Le@dtaa.com;Sigourney.Xandra.Maddox@dtaa.com,Grant.Tyrone.Doyle@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,33826,0,
01/20/2010 13:38:23,HAV0121,PC-2123,Byers_Elizabeth@gmail.com,,,HAV856@charter.net,66391,0,
01/20/2010 14:06:48,HAV0121,PC-2123,Clio.Ocean.Faulkner@dtaa.com,Tallulah.Liberty.Kirby@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,20839,0,
01/20/2010 14:17:20,HAV0121,PC-2123,Grant.Tyrone.Doyle@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,28190,0,
01/20/2010 18:49:32,HAV0121,PC-2123,Brianna.R.Mcintyre@cox.net,,,HAV856@charter.net,37287,0,
01/20/2010 19:25:39,HAV0121,PC-2123,JAM6@bellsouth.net;Rachel_H_Le@msn.com;Ferrell.Lucas@sbcglobal.net;Burke-Harrison@gmail.com,,,HAV856@charter.net,33178,0,
01/20/2010 20:16:46,HAV0121,PC-2123,Marquez-Orla@netzero.com,,,HAV856@charter.net,24584,0,
01/21/2010 10:43:55,HAV0121,PC-2123,Byers_Elizabeth@gmail.com,,,HAV856@charter.net,22853,0,
01/21/2010 11:14:16,HAV0121,PC-2123,Rachel_H_Le@msn.com,,,HAV856@charter.net,33807,0,
01/21/2010 16:03:16,HAV0121,PC-2123,Rachel.Hermione.Le@dtaa.com;Harrison.Oscar.Burke@dtaa.com,Tallulah.Liberty.Kirby@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,44502,0,
01/21/2010 16:07:13,HAV0121,PC-2123,Tallulah.Liberty.Kirby@dtaa.com;Grant.Tyrone.Doyle@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,19614,0,
01/21/2010 16:21:18,HAV0121,PC-2123,Ferrell.Lucas@sbcglobal.net,,,HAV856@charter.net,23345,0,
01/21/2010 16:22:34,HAV0121,PC-2123,Lucas.Ahmed.Ferrell@dtaa.com,Clio.Ocean.Faulkner@dtaa.com,,Hu.Akeem.Vincent@dtaa.com,45420,0,
01/21/2010 16:37:28,HAV0121,PC-2123,Clio.Ocean.Faulkner@dtaa.com;Lucas.Ahmed.Ferrell@dtaa.com;Larissa-Hurley@hp.com,,,Hu.Akeem.Vincent@dtaa.com,24437,0,
01/21/2010 16:56:49,HAV0121,PC-2123,Brianna.R.Mcintyre@cox.net,,,HAV856@charter.net,38031,0,
01/21/2010 17:05:40,HAV0121,PC-2123,Burke-Harrison@gmail.com;Tallulah.L.Kirby@aol.com,,,HAV856@charter.net,28218,0,
01/22/2010 18:29:10,HAV0121,PC-2123,Kermit.Coby.Oliver@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,17869,0,
01/22/2010 18:30:38,HAV0121,PC-2123,Clio.Ocean.Faulkner@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,24336,0,
01/22/2010 18:38:43,HAV0121,PC-2123,Doyle.Grant@netzero.com;Clio_O_Faulkner@cox.net;Charissa_Mckee@verizon.net,,,HAV856@charter.net,36172,0,
01/22/2010 18:38:46,HAV0121,PC-2123,Rachel_H_Le@msn.com;Doyle.Grant@netzero.com,,,HAV856@charter.net,16158,0,
01/22/2010 18:38:47,HAV0121,PC-2123,Doyle.Grant@netzero.com,,,HAV856@charter.net,46417,0,
01/22/2010 18:38:52,HAV0121,PC-2123,Doyle.Grant@netzero.com;Tallulah.L.Kirby@aol.com;Daryl_Patel@hotmail.com;Ferrell.Lucas@sbcglobal.net;Burke-Harrison@gmail.com,,,HAV856@charter.net,24337,0,
01/22/2010 18:39:09,HAV0121,PC-2123,Heidi.Mia.Wilson@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,30135,0,
01/22/2010 18:40:07,HAV0121,PC-2123,Clio_O_Faulkner@cox.net,,,HAV856@charter.net,32790,0,
01/22/2010 18:40:09,HAV0121,PC-2123,Lucas.Ahmed.Ferrell@dtaa.com;Kermit.Coby.Oliver@dtaa.com;Brianna.Rebecca.Mcintyre@dtaa.com;Tallulah.Liberty.Kirby@dtaa.com,Charissa.S.Mckee@lockheedmartin.com,,Hu.Akeem.Vincent@dtaa.com,32969,0,
01/25/2010 19:27:21,HAV0121,PC-2123,Clio_O_Faulkner@cox.net,,,HAV856@charter.net,17674,0,
01/25/2010 19:37:31,HAV0121,PC-2123,Burke-Harrison@gmail.com,,,HAV856@charter.net,29269,0,
01/25/2010 19:40:28,HAV0121,PC-2123,Doyle.Grant@netzero.com,,,HAV856@charter.net,18868,0,
01/25/2010 19:43:39,HAV0121,PC-2123,Brianna.R.Mcintyre@cox.net;Doyle.Grant@netzero.com;Byers_Elizabeth@gmail.com,Clio_O_Faulkner@cox.net,,HAV856@charter.net,23779,0,
01/25/2010 20:02:54,HAV0121,PC-2123,Clio_O_Faulkner@cox.net;Rachel_H_Le@msn.com;Burke-Harrison@gmail.com;Marquez-Orla@netzero.com,Doyle.Grant@netzero.com,,HAV856@charter.net,38832,0,
01/25/2010 21:03:18,HAV0121,PC-2123,Brianna.R.Mcintyre@cox.net,,,HAV856@charter.net,27264,0,
01/26/2010 09:57:22,HAV0121,PC-2123,Kermit.Coby.Oliver@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,33642,0,
01/26/2010 10:02:40,HAV0121,PC-2123,Brianna.Rebecca.Mcintyre@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,32730,0,
01/26/2010 10:07:24,HAV0121,PC-2123,Charissa.S.Mckee@lockheedmartin.com,,,Hu.Akeem.Vincent@dtaa.com,16050,0,
01/26/2010 10:37:23,HAV0121,PC-2123,Kermit.Coby.Oliver@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,24841,0,
01/26/2010 10:46:17,HAV0121,PC-2123,Rachel.Hermione.Le@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,22197,0,
01/26/2010 10:54:33,HAV0121,PC-2123,AKH1928@netzero.com,,,HAV856@charter.net,22771,0,
01/26/2010 10:55:51,HAV0121,PC-2123,Brianna.Rebecca.Mcintyre@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,31450,0,
01/26/2010 10:59:13,HAV0121,PC-2123,Lucas.Ahmed.Ferrell@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,19515,0,
01/26/2010 14:52:30,HAV0121,PC-2123,Scott.Gary.Burks@dtaa.com;Clio.Ocean.Faulkner@dtaa.com;Brianna.Rebecca.Mcintyre@dtaa.com;Kermit.Coby.Oliver@dtaa.com,ILR19@harris.com,,Hu.Akeem.Vincent@dtaa.com,25864,0,
01/27/2010 10:46:36,HAV0121,PC-2123,Clio_O_Faulkner@cox.net,,,HAV856@charter.net,22471,0,
01/27/2010 15:48:26,HAV0121,PC-2123,Clio_O_Faulkner@cox.net,,,HAV856@charter.net,44659,0,
01/27/2010 15:51:12,HAV0121,PC-2123,Tallulah.Liberty.Kirby@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,29552,0,
01/27/2010 15:54:59,HAV0121,PC-2123,Tallulah.L.Kirby@aol.com;Burke-Harrison@gmail.com;Ferrell.Lucas@sbcglobal.net;Kermit_Oliver@hotmail.com,,,HAV856@charter.net,26412,0,
01/27/2010 15:56:35,HAV0121,PC-2123,Burke-Harrison@gmail.com,GCC65@netzero.com;Tallulah.L.Kirby@aol.com;Ferrell.Lucas@sbcglobal.net,,HAV856@charter.net,41896,0,
01/27/2010 18:02:57,HAV0121,PC-2123,Marquez-Orla@netzero.com,,,HAV856@charter.net,41630,0,
01/27/2010 18:04:11,HAV0121,PC-2123,Tallulah.Liberty.Kirby@dtaa.com,,,Hu.Akeem.Vincent@dtaa.com,23791,0,
01/27/2010 18:04:24,HAV0121,PC-2123,Kermit_Oliver@hotmail.com,,,HAV856@charter.net,22839,0,
01/27/2010 18:05:08,HAV0121,PC-2123,Rachel_H_Le@msn.com;Clio_O_Faulkner@cox.net;VLB5@cox.net;Brianna.R.Mcintyre@cox.net,Ferrell.Lucas@sbcglobal.net,,HAV856@charter.net,27443,0,
